index,field,value
 23.2.1.2,category2_price,Nan
 23.2.10.2,category2_price,Nan
 23.2.11.2,category2_price,Nan
 23.2.2.2,category2_price,Nan
 23.2.3.2,category2_price,Nan
 23.2.4.2,category2_price,Nan
 23.2.5.2,category2_price,Nan
 23.2.6.2,category2_price,Nan
 23.2.7.2,category2_price,Nan
 23.2.8.2,category2_price,Nan
 23.2.9.2,category2_price,Nan
 23.2.1.4,category2_rating_count,1636
 23.2.10.4,category2_rating_count,Nan
 23.2.11.4,category2_rating_count,Nan
 23.2.2.4,category2_rating_count,2340
 23.2.3.4,category2_rating_count,6104
 23.2.4.4,category2_rating_count,2646
 23.2.5.4,category2_rating_count,5125
 23.2.6.4,category2_rating_count,37577
 23.2.7.4,category2_rating_count,269
 23.2.8.4,category2_rating_count,324
 23.2.9.4,category2_rating_count,7711
 23.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 23.2.10.3,category2_review,Nan
 23.2.11.3,category2_review,Nan
 23.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 23.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 23.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 23.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 23.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 23.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 23.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 23.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 24.1.1.1,category1_name,"CAD Audio Condenser Microphone, 1 Count (AMS-C92)"
 24.1.1.4,category1_price,$99.00
 24.1.1.2,category1_rating,Nan
 24.1.1.3,category1_review,Nan
 24.2.1.5,category2_description,95% positive over last 12 months
 24.2.2.5,category2_description,93% positive
 24.2.3.5,category2_description,89% positive over last 12 months
 24.2.4.5,category2_description,94% positive over last 12 months
 24.2.5.5,category2_description,93% positive over last 12 months
 24.2.6.5,category2_description,85% positive over last 12 months
 24.2.7.5,category2_description,84% positive over last 12 months
 24.2.8.5,category2_description,92% positive over last 12 months
 24.2.9.5,category2_description,Nan
 24.2.1.1,category2_name,"CAD Audio Condenser Microphone, 1 Count (AMS-C92)"
 24.2.2.1,category2_name,GuitarTruck
 24.2.3.1,category2_name,World Music Supply
 24.2.4.1,category2_name,Pitbull Electronics
 24.2.5.1,category2_name,MusicStoreLive
 24.2.6.1,category2_name,Marmalade USA
 24.2.7.1,category2_name,Yandas Music & Pro Audio
 24.2.8.1,category2_name,AVLGear
 24.2.9.1,category2_name,Sound Biz - United Kingdom
 24.2.1.2,category2_price,$108.90
 24.2.2.2,category2_price,$175.45
 24.2.3.2,category2_price,Nan
 24.2.4.2,category2_price,Nan
 24.2.5.2,category2_price,Nan
 24.2.6.2,category2_price,Nan
 24.2.7.2,category2_price,Nan
 24.2.8.2,category2_price,Nan
 24.2.9.2,category2_price,Nan
 24.2.1.4,category2_rating_count,324
 24.2.2.4,category2_rating_count,297
 24.2.3.4,category2_rating_count,5125
 24.2.4.4,category2_rating_count,2646
 24.2.5.4,category2_rating_count,162
 24.2.6.4,category2_rating_count,269
 24.2.7.4,category2_rating_count,4281
 24.2.8.4,category2_rating_count,181
 24.2.9.4,category2_rating_count,Nan
 24.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 24.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 24.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 24.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 24.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 24.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 24.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 24.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 24.2.9.3,category2_review,Nan
 25.1.1.1,category1_name,Astatic Small Format Omnidirectional Dynamic Palmheld Microphone with Talk Switch
 25.1.1.4,category1_price,$99.99
 25.1.1.2,category1_rating,1 rating
 25.1.1.3,category1_review,a-icon a-icon-star a-star-5
 25.2.1.5,category2_description,84% positive over last 12 months
 25.2.1.1,category2_name,AVLGear
 25.2.1.2,category2_price,Nan
 25.2.1.4,category2_rating_count,4281
 25.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 26.1.1.1,category1_name,Astatic WM625S Wall Mounted Omnidirectional Dynamic Microphone with Push to Talk Switch
 26.1.1.4,category1_price,$85.99
 26.1.1.2,category1_rating,6 ratings
 26.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 26.2.1.5,category2_description,57% positive over last 12 months
 26.2.2.5,category2_description,84% positive over last 12 months
 26.2.1.1,category2_name,Neobits_
 26.2.2.1,category2_name,AVLGear
 26.2.1.2,category2_price,Nan
 26.2.2.2,category2_price,Nan
 26.2.1.4,category2_rating_count,581
 26.2.2.4,category2_rating_count,4281
 26.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-3-5 aod-seller-rating-count-class
 26.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 27.1.1.1,category1_name,Astatic 611L Omnidirectional Dynamic Palmheld Microphone with Talk Switch
 27.1.1.4,category1_price,$84.95
 27.1.1.2,category1_rating,33 ratings
 27.1.1.3,category1_review,a-icon a-icon-star a-star-4
 27.2.1.5,category2_description,99% positive over last 12 months
 27.2.2.5,category2_description,71% positive over last 12 months
 27.2.3.5,category2_description,90% positive over last 12 months
 27.2.4.5,category2_description,83% positive over last 12 months
 27.2.5.5,category2_description,89% positive over last 12 months
 27.2.6.5,category2_description,87% positive over last 12 months
 27.2.7.5,category2_description,84% positive over last 12 months
 27.2.1.1,category2_name,Amazon.com
 27.2.2.1,category2_name,JM PRIME
 27.2.3.1,category2_name,Full Compass Systems
 27.2.4.1,category2_name,Home Essentials ✅
 27.2.5.1,category2_name,Casa Mila Inc
 27.2.6.1,category2_name,Consumer Supply Co
 27.2.7.1,category2_name,AVLGear
 27.2.1.2,category2_price,$102.04
 27.2.2.2,category2_price,$105.92
 27.2.3.2,category2_price,$107.29
 27.2.4.2,category2_price,Nan
 27.2.5.2,category2_price,Nan
 27.2.6.2,category2_price,Nan
 27.2.7.2,category2_price,Nan
 27.2.1.4,category2_rating_count,2260
 27.2.2.4,category2_rating_count,53617
 27.2.3.4,category2_rating_count,9116
 27.2.4.4,category2_rating_count,16920
 27.2.5.4,category2_rating_count,496
 27.2.6.4,category2_rating_count,538
 27.2.7.4,category2_rating_count,4281
 27.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 27.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 27.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 27.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 27.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 27.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 27.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 28.1.1.1,category1_name,CAD Audio U37 USB Studio Condenser Recording Microphone
 28.1.1.4,category1_price,$29.35
 28.1.1.2,category1_rating,"2,258 ratings"
 28.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 28.2.1.5,category2_description,98% positive over last 12 months
 28.2.10.5,category2_description,99% positive over last 12 months
 28.2.11.5,category2_description,94% positive over last 12 months
 28.2.12.5,category2_description,89% positive over last 12 months
 28.2.13.5,category2_description,Nan
 28.2.14.5,category2_description,92% positive over last 12 months
 28.2.15.5,category2_description,Nan
 28.2.16.5,category2_description,Nan
 28.2.2.5,category2_description,99% positive over last 12 months
 28.2.3.5,category2_description,98% positive over last 12 months
 28.2.4.5,category2_description,89% positive over last 12 months
 28.2.5.5,category2_description,70% positive
 28.2.6.5,category2_description,89% positive over last 12 months
 28.2.7.5,category2_description,84% positive over last 12 months
 28.2.8.5,category2_description,95% positive over last 12 months
 28.2.9.5,category2_description,92% positive over last 12 months
 28.2.1.1,category2_name,Mugan_Music_Group
 28.2.10.1,category2_name,AVLGear
 28.2.11.1,category2_name,Beach Camera Same Day Shipping
 28.2.12.1,category2_name,Interstate Music
 28.2.13.1,category2_name,Photo4Less
 28.2.14.1,category2_name,MusicStoreLive
 28.2.15.1,category2_name,Pitbull Electronics
 28.2.16.1,category2_name,HappyTrade
 28.2.2.1,category2_name,Amazon.com
 28.2.3.1,category2_name,This is an open box item that is still basically brand new
 28.2.4.1,category2_name,Mugan_Music_Group
 28.2.5.1,category2_name,GMS Online
 28.2.6.1,category2_name,Amazon.com
 28.2.7.1,category2_name,Amazon.com
 28.2.8.1,category2_name,BV Delivery
 28.2.9.1,category2_name,Casa Mila Inc
 28.2.1.2,category2_price,Nan
 28.2.10.2,category2_price,Nan
 28.2.11.2,category2_price,Nan
 28.2.12.2,category2_price,Nan
 28.2.13.2,category2_price,Nan
 28.2.14.2,category2_price,Nan
 28.2.15.2,category2_price,Nan
 28.2.16.2,category2_price,Nan
 28.2.2.2,category2_price,Nan
 28.2.3.2,category2_price,Nan
 28.2.4.2,category2_price,Nan
 28.2.5.2,category2_price,Nan
 28.2.6.2,category2_price,Nan
 28.2.7.2,category2_price,Nan
 28.2.8.2,category2_price,Nan
 28.2.9.2,category2_price,Nan
 28.2.1.4,category2_rating_count,2340
 28.2.10.4,category2_rating_count,38240
 28.2.11.4,category2_rating_count,2646
 28.2.12.4,category2_rating_count,5125
 28.2.13.4,category2_rating_count,$9.99
 28.2.14.4,category2_rating_count,1972
 28.2.15.4,category2_rating_count,Nan
 28.2.16.4,category2_rating_count,Nan
 28.2.2.4,category2_rating_count,38240
 28.2.3.4,category2_rating_count,2340
 28.2.4.4,category2_rating_count,615
 28.2.5.4,category2_rating_count,10
 28.2.6.4,category2_rating_count,496
 28.2.7.4,category2_rating_count,4281
 28.2.8.4,category2_rating_count,347222
 28.2.9.4,category2_rating_count,7711
 28.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 28.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 28.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 28.2.12.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 28.2.13.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 28.2.14.3,category2_review,Nan
 28.2.15.3,category2_review,Nan
 28.2.16.3,category2_review,Nan
 28.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 28.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 28.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 28.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 28.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 28.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 28.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 28.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 29.1.1.1,category1_name,"CAD Audio, 2 GXLD2HHAI Digital Wireless Dual Handheld Microphone System with D38 Capsule, AI Frequency Band (AMS-GXLD2-HHAI)"
 29.1.1.4,category1_price,$200.62
 29.1.1.2,category1_rating,2 ratings
 29.1.1.3,category1_review,a-icon a-icon-star a-star-4
 29.2.1.5,category2_description,100% positive over last 12 months
 29.2.2.5,category2_description,96% positive over last 12 months
 29.2.3.5,category2_description,88% positive over last 12 months
 29.2.4.5,category2_description,84% positive over last 12 months
 29.2.1.1,category2_name,Amazon.com
 29.2.2.1,category2_name,Bailey Brothers Music Company
 29.2.3.1,category2_name,Capital Music Gear
 29.2.4.1,category2_name,AVLGear
 29.2.1.2,category2_price,$199.99
 29.2.2.2,category2_price,$199.99
 29.2.3.2,category2_price,$199.99
 29.2.4.2,category2_price,$199.00
 29.2.1.4,category2_rating_count,1978
 29.2.2.4,category2_rating_count,1450
 29.2.3.4,category2_rating_count,958
 29.2.4.4,category2_rating_count,4281
 29.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 29.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 29.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 29.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 30.1.1.1,category1_name,CAD Audio CADLive D80 Large Diaphragm Supercardioid Dynamic Side Address Microphone
 30.1.1.4,category1_price,$99.99
 30.1.1.2,category1_rating,30 ratings
 30.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 30.2.1.5,category2_description,62% positive over last 12 months
 30.2.2.5,category2_description,94% positive over last 12 months
 30.2.3.5,category2_description,100% positive over last 12 months
 30.2.4.5,category2_description,72% positive over last 12 months
 30.2.1.1,category2_name,Cyber Over Stock
 30.2.2.1,category2_name,MusicStoreLive
 30.2.3.1,category2_name,Backwoods Guitar LLC
 30.2.4.1,category2_name,Rover Mall
 30.2.1.2,category2_price,$153.92
 30.2.2.2,category2_price,Nan
 30.2.3.2,category2_price,Nan
 30.2.4.2,category2_price,Nan
 30.2.1.4,category2_rating_count,6286
 30.2.2.4,category2_rating_count,2646
 30.2.3.4,category2_rating_count,4
 30.2.4.4,category2_rating_count,37577
 30.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-3-5 aod-seller-rating-count-class
 30.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 30.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 30.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 31.1.1.1,category1_name,"Astatic 827A-17 22"" Cardioid Condenser-Mini Gooseneck, Speech Tailored Frequency Response"
 31.1.1.4,category1_price,$102.60
 31.1.1.2,category1_rating,25 ratings
 31.1.1.3,category1_review,a-icon a-icon-star a-star-3-5
 31.2.1.5,category2_description,98% positive over last 12 months
 31.2.2.5,category2_description,84% positive over last 12 months
 31.2.3.5,category2_description,87% positive over last 12 months
 31.2.4.5,category2_description,Nan
 31.2.5.5,category2_description,Nan
 31.2.1.1,category2_name,Amazon.com
 31.2.2.1,category2_name,Amazon.com
 31.2.3.1,category2_name,M Z Photo
 31.2.4.1,category2_name,AVLGear
 31.2.5.1,category2_name,Consumer Supply Co
 31.2.1.2,category2_price,$109.00
 31.2.2.2,category2_price,$109.99
 31.2.3.2,category2_price,$129.00
 31.2.4.2,category2_price,$156.31
 31.2.5.2,category2_price,Nan
 31.2.1.4,category2_rating_count,37577
 31.2.2.4,category2_rating_count,4281
 31.2.3.4,category2_rating_count,538
 31.2.4.4,category2_rating_count,Nan
 31.2.5.4,category2_rating_count,Nan
 31.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 31.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 31.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 31.2.4.3,category2_review,Nan
 31.2.5.3,category2_review,Nan
 32.1.1.1,category1_name,CAD AS34 Acousti-Shield Stand Mounted Acoustic Enclosure
 32.1.1.4,category1_price,$79.00
 32.1.1.2,category1_rating,44 ratings
 32.1.1.3,category1_review,a-icon a-icon-star a-star-4
 32.2.1.5,category2_description,65% positive over last 12 months
 32.2.2.5,category2_description,89% positive over last 12 months
 32.2.3.5,category2_description,89% positive over last 12 months
 32.2.4.5,category2_description,94% positive over last 12 months
 32.2.5.5,category2_description,84% positive over last 12 months
 32.2.6.5,category2_description,89% positive over last 12 months
 32.2.7.5,category2_description,Nan
 32.2.8.5,category2_description,Nan
 32.2.1.1,category2_name,Absolute Pro Music
 32.2.2.1,category2_name,Absolute Pro Music Superstore
 32.2.3.1,category2_name,Pitbull Electronics
 32.2.4.1,category2_name,MusicStoreLive
 32.2.5.1,category2_name,Amazon.com
 32.2.6.1,category2_name,Amazon.com
 32.2.7.1,category2_name,AVLGear
 32.2.8.1,category2_name,First Harmonic Limited
 32.2.1.2,category2_price,$129.98
 32.2.2.2,category2_price,Nan
 32.2.3.2,category2_price,Nan
 32.2.4.2,category2_price,Nan
 32.2.5.2,category2_price,Nan
 32.2.6.2,category2_price,Nan
 32.2.7.2,category2_price,Nan
 32.2.8.2,category2_price,Nan
 32.2.1.4,category2_rating_count,3169
 32.2.2.4,category2_rating_count,45
 32.2.3.4,category2_rating_count,5125
 32.2.4.4,category2_rating_count,2646
 32.2.5.4,category2_rating_count,4281
 32.2.6.4,category2_rating_count,302
 32.2.7.4,category2_rating_count,Nan
 32.2.8.4,category2_rating_count,Nan
 32.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-3-5 aod-seller-rating-count-class
 32.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 32.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 32.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 32.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 32.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 32.2.7.3,category2_review,Nan
 32.2.8.3,category2_review,Nan
 33.1.1.1,category1_name,"CAD Audio GXLD2HHAH Digital Wireless Dual Handheld Microphone System with D38 Capsule, AH Frequency Band (AMS-GXLD2-HHAH)"
 33.1.1.4,category1_price,$199.99
 33.1.1.2,category1_rating,2 ratings
 33.1.1.3,category1_review,a-icon a-icon-star a-star-4
 33.2.1.5,category2_description,93% positive over last 12 months
 33.2.2.5,category2_description,88% positive over last 12 months
 33.2.3.5,category2_description,93% positive over last 12 months
 33.2.4.5,category2_description,84% positive over last 12 months
 33.2.5.5,category2_description,89% positive over last 12 months
 33.2.6.5,category2_description,89% positive over last 12 months
 33.2.7.5,category2_description,87% positive over last 12 months
 33.2.8.5,category2_description,90% positive over last 12 months
 33.2.1.1,category2_name,GearTree
 33.2.2.1,category2_name,Capital Music Gear
 33.2.3.1,category2_name,GearTree
 33.2.4.1,category2_name,AVLGear
 33.2.5.1,category2_name,"SETI, Inc."
 33.2.6.1,category2_name,Casa Mila Inc
 33.2.7.1,category2_name,Consumer Supply Co
 33.2.8.1,category2_name,American Shopping
 33.2.1.2,category2_price,$197.10
 33.2.2.2,category2_price,$199.99
 33.2.3.2,category2_price,$219.00
 33.2.4.2,category2_price,$199.00
 33.2.5.2,category2_price,$248.62
 33.2.6.2,category2_price,$267.98
 33.2.7.2,category2_price,$284.76
 33.2.8.2,category2_price,$331.49
 33.2.1.4,category2_rating_count,21151
 33.2.2.4,category2_rating_count,958
 33.2.3.4,category2_rating_count,21151
 33.2.4.4,category2_rating_count,4281
 33.2.5.4,category2_rating_count,298
 33.2.6.4,category2_rating_count,496
 33.2.7.4,category2_rating_count,538
 33.2.8.4,category2_rating_count,670
 33.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 33.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 33.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 33.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 33.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 33.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 33.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 33.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 34.1.1.1,category1_name,CAD Audio E100SX Equitek Large Diaphragm Supercardioid Condenser Microphone (E100SX)
 34.1.1.4,category1_price,$299.99
 34.1.1.2,category1_rating,1 rating
 34.1.1.3,category1_review,a-icon a-icon-star a-star-5
 34.2.1.5,category2_description,88% positive over last 12 months
 34.2.2.5,category2_description,99% positive over last 12 months
 34.2.3.5,category2_description,93% positive over last 12 months
 34.2.4.5,category2_description,92% positive over last 12 months
 34.2.5.5,category2_description,88% positive over last 12 months
 34.2.6.5,category2_description,94% positive
 34.2.7.5,category2_description,84% positive over last 12 months
 34.2.1.1,category2_name,Amazon.com
 34.2.2.1,category2_name,Amazon.com
 34.2.3.1,category2_name,GearTree
 34.2.4.1,category2_name,Interstate Music
 34.2.5.1,category2_name,Sole Source AV Supply
 34.2.6.1,category2_name,Front End Audio
 34.2.7.1,category2_name,AVLGear
 34.2.1.2,category2_price,$299.99
 34.2.2.2,category2_price,$299.99
 34.2.3.2,category2_price,$299.99
 34.2.4.2,category2_price,$299.99
 34.2.5.2,category2_price,$299.99
 34.2.6.2,category2_price,$299.99
 34.2.7.2,category2_price,$299.00
 34.2.1.4,category2_rating_count,401
 34.2.2.4,category2_rating_count,38240
 34.2.3.4,category2_rating_count,21151
 34.2.4.4,category2_rating_count,7711
 34.2.5.4,category2_rating_count,401
 34.2.6.4,category2_rating_count,846
 34.2.7.4,category2_rating_count,4281
 34.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 34.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 34.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 34.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 34.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 34.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 34.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 35.1.1.1,category1_name,"CAD Audio CAD GXL2200 Cardioid Condenser Microphone, Champagne Finish"
 35.1.1.4,category1_price,$99.99
 35.1.1.2,category1_rating,406 ratings
 35.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 35.2.1.5,category2_description,99% positive over last 12 months
 35.2.10.5,category2_description,99% positive over last 12 months
 35.2.11.5,category2_description,85% positive over last 12 months
 35.2.12.5,category2_description,72% positive over last 12 months
 35.2.13.5,category2_description,Nan
 35.2.2.5,category2_description,99% positive over last 12 months
 35.2.3.5,category2_description,84% positive over last 12 months
 35.2.4.5,category2_description,91% positive over last 12 months
 35.2.5.5,category2_description,95% positive over last 12 months
 35.2.6.5,category2_description,97% positive over last 12 months
 35.2.7.5,category2_description,89% positive over last 12 months
 35.2.8.5,category2_description,94% positive over last 12 months
 35.2.9.5,category2_description,91% positive over last 12 months
 35.2.1.1,category2_name,Amazon.com
 35.2.10.1,category2_name,Guitar Audio
 35.2.11.1,category2_name,Photo4Less
 35.2.12.1,category2_name,Yandas Music & Pro Audio
 35.2.13.1,category2_name,Rover Mall
 35.2.2.1,category2_name,Amazon.com
 35.2.3.1,category2_name,AVLGear
 35.2.4.1,category2_name,Amazon.com
 35.2.5.1,category2_name,GuitarTruck
 35.2.6.1,category2_name,DigitalDJGear
 35.2.7.1,category2_name,Pitbull Electronics
 35.2.8.1,category2_name,MusicStoreLive
 35.2.9.1,category2_name,Floyd’s Goods
 35.2.1.2,category2_price,$107.28
 35.2.10.2,category2_price,Nan
 35.2.11.2,category2_price,Nan
 35.2.12.2,category2_price,Nan
 35.2.13.2,category2_price,Nan
 35.2.2.2,category2_price,$108.99
 35.2.3.2,category2_price,$154.96
 35.2.4.2,category2_price,Nan
 35.2.5.2,category2_price,Nan
 35.2.6.2,category2_price,Nan
 35.2.7.2,category2_price,Nan
 35.2.8.2,category2_price,Nan
 35.2.9.2,category2_price,Nan
 35.2.1.4,category2_rating_count,2260
 35.2.10.4,category2_rating_count,38240
 35.2.11.4,category2_rating_count,269
 35.2.12.4,category2_rating_count,37577
 35.2.13.4,category2_rating_count,Nan
 35.2.2.4,category2_rating_count,38240
 35.2.3.4,category2_rating_count,4281
 35.2.4.4,category2_rating_count,360
 35.2.5.4,category2_rating_count,324
 35.2.6.4,category2_rating_count,1939
 35.2.7.4,category2_rating_count,5125
 35.2.8.4,category2_rating_count,2646
 35.2.9.4,category2_rating_count,6347
 35.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 35.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 35.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 35.2.12.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 35.2.13.3,category2_review,Nan
 35.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 35.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 35.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 35.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 35.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 35.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 35.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 35.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 36.1.1.1,category1_name,"CAD Audio Stage4 4-Piece Drum Mic Pack - Includes Kick Mic, Snare Mic and 2 Tom Mics"
 36.1.1.4,category1_price,$159.00
 36.1.1.2,category1_rating,43 ratings
 36.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 36.2.1.5,category2_description,82% positive over last 12 months
 36.2.10.5,category2_description,84% positive over last 12 months
 36.2.11.5,category2_description,Nan
 36.2.12.5,category2_description,Nan
 36.2.2.5,category2_description,65% positive over last 12 months
 36.2.3.5,category2_description,89% positive over last 12 months
 36.2.4.5,category2_description,99% positive over last 12 months
 36.2.5.5,category2_description,95% positive over last 12 months
 36.2.6.5,category2_description,92% positive over last 12 months
 36.2.7.5,category2_description,94% positive over last 12 months
 36.2.8.5,category2_description,89% positive over last 12 months
 36.2.9.5,category2_description,85% positive over last 12 months
 36.2.1.1,category2_name,Licario
 36.2.10.1,category2_name,Pitbull Electronics
